,texts,labels
322,"He seemed to dwindle again to an old grey man, bent and troubled.Bilbo drew his hand over his eyes.",
323,"‘I am sorry,’ he said.",
324,‘But I felt so queer.,
325,And yet it would be a relief in a way not to be bothered with it any more.,
326,It has been so growing on my mind lately.,
327,Sometimes I have felt it was like an eye looking at me.,
328,"And I am always wanting to put it on and disappear, don’t you know; or wondering if it is safe, and pulling it out to make sure.",
329,"I tried locking it up, but I found I couldn’t rest without it in my pocket.",
330,I don’t know why.,
331,"And I don’t seem able to make up my mind.’ ‘Then trust mine,’ said Gandalf.",
332,‘It is quite made up.,
333,Go away and leave it behind.,
334,Stop possessing it.,
335,"Give it to Frodo, and I will look after him.’ Bilbo stood for a moment tense and undecided.",
336,Presently he sighed.,
337,"‘All right,’ he said with an effort.",
338,"‘I will.’ Then he shrugged his shoulders, and smiled rather ruefully.",
339,"‘After all that’s what this party business was all about, really: to give away lots of birthday- presents, and somehow make it easier to give it away at the same",
340,"‘Indeed it would take away the only point I ever saw in the affair,’ said Gandalf.‘Very well,’ said Bilbo, ‘it goes to Frodo with all the rest.’ He drew a deep breath.",
341,"‘And now I really must be starting, or somebody else will catch me.",
342,"I have said good-bye, and I couldn’t bear to do it all over again.’ He picked up his bag and moved to the door.‘You have still got the ring in your pocket,’ said the wizard.‘Well, so I have!’ cried Bi",lbo.
343,‘And my will and all the other documents too.,
344,You had better take it and deliver it for me.,
345,"That will be safest.’ ‘No, don’t give the ring to me,’ said Gandalf.",
346,‘Put it on the mantel- piece.,
347,"It will be safe enough there, till Frodo comes.",
348,"I shall wait for him.’ Bilbo took out the envelope, but just as he was about to set it by the clock, his hand jerked back, and the packet fell on the floor.Before he could pick it up, the wizard stoop",ed and seized it and set it in its place.
349,A spasm of anger passed swiftly over the hobbit’s face again.,
350,"Suddenly it gave way to a look of relief and a laugh.‘Well, that’s that,’ he said.",
351,‘Now I’m off !’ They went out into the hall.,
352,Bilbo chose his favourite stick from the stand; then he whistled.,
353,Three dwarves came out of different rooms where they had been busy.‘Is everything ready?’ asked Bilbo.,
354,"‘Everything packed and labelled?’ ‘Everything,’ they answered.‘Well, let’s start then!’ He stepped out of the front-door.It was a fine night, and the black sky was dotted with stars.",
355,"He looked up, sniffing the air.",
356,‘What fun!,
357,"What fun to be off again, off on the Road with dwarves!",
358,"This is what I have really been longing for, for years!",
359,"Good-bye!’ he said, looking at his old home and bowing to the door.",
360,"‘Good-bye, Gandalf !’ ‘Good-bye, for the present, Bilbo.",
361,Take care of yourself !,
362,"You are old enough, and perhaps wise enough.’ ‘Take care!",
363,I don’t care.,
364,Don’t you worry about me!,
365,"I am as happy now as I have ever been, and that is saying a great deal.",
366,But the time has come.,
367,"I am being swept off my feet at last,’ he added, and then in a low voice, as if to himself, he sang softly in the dark: The Road goes ever on and on Down from the door where it began.Now far ahead the"," Road has gone, And I must follow, if I can, Pursuing it with eager feet, Until it joins some larger way"
368,"He paused, silent for a moment.",
369,"Then without another word he turned away from the lights and voices in the field and tents, and followed by his three companions went round into his garden, and trotted down the long sloping path.",
370,"He jumped over a low place in the hedge at the bottom, and took to the meadows, passing into the night like a rustle of wind in the grass.Gandalf remained for a while staring after him into the darkne","ss.‘Good-bye, my dear Bilbo – until our next meeting!’ he said softly and went back indoors.Frodo came in soon afterwards, and found him sitting in the dark, deep in thought."
371,"‘Has he gone?’ he asked.‘Yes,’ answered Gandalf, ‘he has gone at last.’ ‘I wish – I mean, I hoped until this evening that it was only a joke,’ said Frodo.",
372,‘But I knew in my heart that he really meant to go.,
373,He always used to joke about serious things.,
374,"I wish I had come back sooner, just to see him off.’ ‘I think really he preferred slipping off quietly in the end,’ said Gandalf.",
375,‘Don’t be too troubled.,
376,He’ll be all right – now.,
377,He left a packet for you.,
378,"There it is!’ Frodo took the envelope from the mantelpiece, and glanced at it, but did not open it.‘You’ll find his will and all the other documents in there, I think,’ said the wizard.",
379,‘You are the master of Bag End now.,
380,"And also, I fancy, you’ll find a golden ring.’ ‘The ring!’ exclaimed Frodo.",
381,‘Has he left me that?,
382,"I wonder why.Still, it may be useful.’ ‘It may, and it may not,’ said Gandalf.",
383,"‘I should not make use of it, if I were you.",
384,"But keep it secret, and keep it safe!",
385,Now I am going to bed.’ As master of Bag End Frodo felt it his painful duty to say good-bye to the guests.,
386,"Rumours of strange events had by now spread all over the field, but Frodo would only say no doubt everything will be cleared up in the morning.",
387,About midnight carriages came for the important folk.,
388,"One by one they rolled away, filled with full but very unsatisfied hobbits.",
389,"Gardeners came by arrangement, and removed in wheel- barrows those that had inadvertently remained behind.Night slowly passed.",
390,The sun rose.,
391,The hobbits rose rather later.Morning went on.,
392,"People came and began (by orders) to clear away the pavilions and the tables and the chairs, and the spoons and knives and bottles and plates, and the lanterns, and the flowering shrubs in",
393,"Then a number of other people came (without orders): Bagginses, and Boffins, and Bolgers, and Tooks, and other guests that lived or were staying near.",
394,"By mid-day, when even the best-fed were out and about again, there was a large crowd at Bag End, uninvited but not unexpected.Frodo was waiting on the step, smiling, but looking rather tired and worri",ed.
395,"He welcomed all the callers, but he had not much more to say than before.",
396,"His reply to all inquiries was simply this: ‘Mr.Bilbo Baggins has gone away; as far as I know, for good.’ Some of the visitors he invited to come inside, as Bilbo had left ‘messages’ for them.Inside i",n the hall there was piled a large assortment of packages and parcels and small articles of furniture.
397,On every item there was a label tied.,
398,"There were several labels of this sort: For ADELARD TOOK, for his VERY OWN, from Bilbo; on an umbrella.",
399,"Adelard had carried off many unlabelled ones.For DORA BAGGINS in memory of a LONG correspondence, with love from Bilbo; on a large waste-paper basket.",
400,"Dora was Drogo’s sister and the eldest surviving female relative of Bilbo and Frodo; she was ninety-nine, and had written reams of good advice for more than half a century.For MILO BURROWS, hoping it ","will be useful, from B.B."
